ykgC	gproNOG.ENOG410QMIW.meta_raw
yoaG	gproNOG.ENOG410QXPK.meta_raw
fldA	gproNOG.ENOG410QI4U.meta_raw
yjfH	gproNOG.ENOG410QIUQ.meta_raw
bioH	gproNOG.ENOG410QIUT.meta_raw
ycfQ	gproNOG.ENOG410QP04.meta_raw
fdoG	gproNOG.ENOG410QHV6.meta_raw
group_1894	gproNOG.ENOG410QX2I.meta_raw
slrB	gproNOG.ENOG410QQYI.meta_raw
STY0045	gproNOG.ENOG410QZ99.meta_raw
STY4201	gproNOG.ENOG410QX5S.meta_raw
yfcA	gproNOG.ENOG410QIRS.meta_raw
group_781	gproNOG.ENOG410R4VI.meta_raw
rbsA	gproNOG.ENOG410QINM.meta_raw
group_3883	gproNOG.ENOG410QMZY.meta_raw
nagE	gproNOG.ENOG410QIK3.meta_raw
yieI	gproNOG.ENOG410QZE7.meta_raw
group_6247	gproNOG.ENOG410QX3P.meta_raw
selD	gproNOG.ENOG410QK5I.meta_raw
purE	gproNOG.ENOG410QQUG.meta_raw
STY1911	gproNOG.ENOG410QNPQ.meta_raw
thiP	gproNOG.ENOG410QJHT.meta_raw
typA	gproNOG.ENOG410QIPQ.meta_raw
phoN	gproNOG.ENOG410QMBA.meta_raw
group_2681	gproNOG.ENOG410QS7M.meta_raw
group_4843	gproNOG.ENOG410R0Y8.meta_raw
doc	gproNOG.ENOG410QRZC.meta_raw
ompA	gproNOG.ENOG410QIEF.meta_raw
uspA	gproNOG.ENOG410QHVB.meta_raw
yeaB	gproNOG.ENOG410QSYU.meta_raw
oadB2	gproNOG.ENOG410QHSK.meta_raw
cbiE	gproNOG.ENOG410R9UU.meta_raw
emrA	gproNOG.ENOG410QKNK.meta_raw
STY2339	gproNOG.ENOG410QI46.meta_raw
hemY	gproNOG.ENOG410QJNY.meta_raw
degS	gproNOG.ENOG410QHTY.meta_raw
caiF	gproNOG.ENOG410QS06.meta_raw
group_348	gproNOG.ENOG410QIA2.meta_raw
group_3100	gproNOG.ENOG410QIVU.meta_raw
ybaO	gproNOG.ENOG410QPVQ.meta_raw
dapF	gproNOG.ENOG410QIP3.meta_raw
kefF	gproNOG.ENOG410QNCB.meta_raw
STY4039	gproNOG.ENOG410R29T.meta_raw
group_4388	gproNOG.ENOG410QKBD.meta_raw
tub	gproNOG.ENOG410QK9M.meta_raw
ydiO	gproNOG.ENOG410QNP4.meta_raw
ffh	gproNOG.ENOG410QHUX.meta_raw
vmtZ	gproNOG.ENOG410QWS8.meta_raw
STY4150	gproNOG.ENOG410QT98.meta_raw
nirD	gproNOG.ENOG410QSE8.meta_raw
group_5136	gproNOG.ENOG410QKDT.meta_raw
STY4165	gproNOG.ENOG410QPE0.meta_raw
group_1229	gproNOG.ENOG410QMIC.meta_raw
group_666	gproNOG.ENOG410QRFP.meta_raw
STY1573	gproNOG.ENOG410RAR0.meta_raw
slyX	gproNOG.ENOG410QVPB.meta_raw
rspA	gproNOG.ENOG410QMS6.meta_raw
yedA	gproNOG.ENOG410QN1B.meta_raw
arcA	gproNOG.ENOG410QJ37.meta_raw
ybdA	gproNOG.ENOG410QMM7.meta_raw
pgtE	gproNOG.ENOG410QN82.meta_raw
group_4752	gproNOG.ENOG410QI3N.meta_raw
hutC	gproNOG.ENOG410QMZX.meta_raw
yabB	gproNOG.ENOG410QS5Q.meta_raw
pbpG	gproNOG.ENOG410QIWC.meta_raw
sufA	gproNOG.ENOG410QSA9.meta_raw
gshA	gproNOG.ENOG410QK10.meta_raw
pdxA	gproNOG.ENOG410QI7S.meta_raw
lysS	gproNOG.ENOG410QIWM.meta_raw
STY4509	gproNOG.ENOG410QSJ5.meta_raw
group_4733	gproNOG.ENOG410QR93.meta_raw
group_2461	gproNOG.ENOG410R562.meta_raw
fhuC	gproNOG.ENOG410QJ5T.meta_raw
trmE	gproNOG.ENOG410QJW8.meta_raw
yajG	gproNOG.ENOG410QMT1.meta_raw
traQ	gproNOG.ENOG410QZ6X.meta_raw
STY0448	gproNOG.ENOG410QR0R.meta_raw
rsdB	gproNOG.ENOG410QX7C.meta_raw
yrbD	gproNOG.ENOG410QKEC.meta_raw
eutN	gproNOG.ENOG410QSRV.meta_raw
plsB	gproNOG.ENOG410QHW6.meta_raw
group_4094	gproNOG.ENOG410QJ41.meta_raw
flhD	gproNOG.ENOG410QS9X.meta_raw
STY2821	gproNOG.ENOG410QKEK.meta_raw
yjbH	gproNOG.ENOG410QKSM.meta_raw
prpO	gproNOG.ENOG410QV4T.meta_raw
ccmH	gproNOG.ENOG410RA1R.meta_raw
STY3870	gproNOG.ENOG410QR6F.meta_raw
group_3	gproNOG.ENOG410R15B.meta_raw
ymgE	gproNOG.ENOG410R3GB.meta_raw
ybaY	gproNOG.ENOG410QJGB.meta_raw
yacA	gproNOG.ENOG410R1ZY.meta_raw
cybH	gproNOG.ENOG410QM77.meta_raw
yohD	gproNOG.ENOG410QRM0.meta_raw
tyrA	gproNOG.ENOG410QJ0S.meta_raw
flgA	gproNOG.ENOG410QNH6.meta_raw
maa	gproNOG.ENOG410QJZN.meta_raw
yadS	gproNOG.ENOG410QM9C.meta_raw
napD	gproNOG.ENOG410QVVD.meta_raw
STY3352	gproNOG.ENOG410QMYV.meta_raw
dlhH	gproNOG.ENOG410QJM1.meta_raw
STY0556	gproNOG.ENOG410QKMB.meta_raw
celG	gproNOG.ENOG410QK1J.meta_raw
steE	gproNOG.ENOG410QUAQ.meta_raw
STY3773	gproNOG.ENOG410QV94.meta_raw
ppdD	gproNOG.ENOG410QZKH.meta_raw
gltK	gproNOG.ENOG410QJZU.meta_raw
napA	gproNOG.ENOG410R06F.meta_raw
thiJ	gproNOG.ENOG410QM1S.meta_raw
yjeT	gproNOG.ENOG410R9AF.meta_raw
group_629	gproNOG.ENOG410R15B.meta_raw
ygbL	gproNOG.ENOG410QN4Z.meta_raw
ygcB	gproNOG.ENOG410QKJB.meta_raw
scsD	gproNOG.ENOG410QR33.meta_raw
metR	gproNOG.ENOG410QIFA.meta_raw
bax	gproNOG.ENOG410QR31.meta_raw
ubiB	gproNOG.ENOG410QJFW.meta_raw
group_2979	gproNOG.ENOG410QWHX.meta_raw
STY0383	gproNOG.ENOG410QTGI.meta_raw
group_6052	gproNOG.ENOG410QRRC.meta_raw
xseA	gproNOG.ENOG410QINW.meta_raw
STY1184	gproNOG.ENOG410QR2P.meta_raw
seqA	gproNOG.ENOG410QQ4D.meta_raw
ampC	gproNOG.ENOG410QIH0.meta_raw
nlpC	gproNOG.ENOG410QQ3D.meta_raw
group_609	gproNOG.ENOG410QM4T.meta_raw
uhpC	gproNOG.ENOG410QJZC.meta_raw
rhs	gproNOG.ENOG410QHWF.meta_raw
tolC	gproNOG.ENOG410QITE.meta_raw
STY4152	gproNOG.ENOG410QRRN.meta_raw
group_5173	gproNOG.ENOG410QTFE.meta_raw
nuoL	gproNOG.ENOG410QI8A.meta_raw
cbiO	gproNOG.ENOG410RB0B.meta_raw
group_3641	gproNOG.ENOG410QSCR.meta_raw
rfaG	gproNOG.ENOG410QP4D.meta_raw
yijO	gproNOG.ENOG410QNJW.meta_raw
phnW	gproNOG.ENOG410QKCP.meta_raw
yjgJ	gproNOG.ENOG410QR39.meta_raw
cdaR	gproNOG.ENOG410RAV3.meta_raw
ttrA	gproNOG.ENOG410QJY9.meta_raw
xerC	gproNOG.ENOG410RAVN.meta_raw
citT	gproNOG.ENOG410QI6X.meta_raw
group_2702	gproNOG.ENOG410QJFR.meta_raw
rpiA	gproNOG.ENOG410QI2P.meta_raw
ccmF	gproNOG.ENOG410QI83.meta_raw
yihO	gproNOG.ENOG410QNSZ.meta_raw
mog	gproNOG.ENOG410QJX5.meta_raw
yicJ	gproNOG.ENOG410QHUW.meta_raw
group_1271	gproNOG.ENOG410RB2U.meta_raw
sefR	gproNOG.ENOG410R5ZU.meta_raw
orfB	gproNOG.ENOG410QSQG.meta_raw
hpaG	gproNOG.ENOG410QKUT.meta_raw
group_5820	gproNOG.ENOG410QNDY.meta_raw
nupG	gproNOG.ENOG410QNIT.meta_raw
STY3340	gproNOG.ENOG410QI6X.meta_raw
ybaE	gproNOG.ENOG410QJNT.meta_raw
yidR	gproNOG.ENOG410QIIQ.meta_raw
group_946	gproNOG.ENOG410QXRZ.meta_raw
STY0543	gproNOG.ENOG410R2F4.meta_raw
yhcK	gproNOG.ENOG410QN5Y.meta_raw
purD	gproNOG.ENOG410QI4G.meta_raw
group_3280	gproNOG.ENOG410R54P.meta_raw
STY2032	gproNOG.ENOG410R7AW.meta_raw
tdcB	gproNOG.ENOG410QKRQ.meta_raw
yfbT	gproNOG.ENOG410QI2T.meta_raw
uvrY	gproNOG.ENOG410QK88.meta_raw
dppB	gproNOG.ENOG410QIQX.meta_raw
clpA	gproNOG.ENOG410QHWR.meta_raw
STY1937	gproNOG.ENOG410QRQ7.meta_raw
yfiA	gproNOG.ENOG410QS1G.meta_raw
STY4456	gproNOG.ENOG410R79G.meta_raw
mglB	gproNOG.ENOG410QN3C.meta_raw
nrdE	gproNOG.ENOG410QJ7S.meta_raw
group_4761	gproNOG.ENOG410QSJ6.meta_raw
yhjA	gproNOG.ENOG410QMSU.meta_raw
group_4398	gproNOG.ENOG410QN84.meta_raw
ygaP	gproNOG.ENOG410QQZX.meta_raw
apeE	gproNOG.ENOG410QNU7.meta_raw
ompF	gproNOG.ENOG410QJFR.meta_raw
STY2024	gproNOG.ENOG410QX7I.meta_raw
guaB	gproNOG.ENOG410QITP.meta_raw
napB	gproNOG.ENOG410QMMX.meta_raw
hisQ	gproNOG.ENOG410QIN4.meta_raw
yrfB	gproNOG.ENOG410QXV0.meta_raw
phnX	gproNOG.ENOG410QMN8.meta_raw
narQ	gproNOG.ENOG410QJB7.meta_raw
rplJ	gproNOG.ENOG410QPXR.meta_raw
group_5493	gproNOG.ENOG410R6QQ.meta_raw
yhdU	gproNOG.ENOG410QVSA.meta_raw
group_2330	gproNOG.ENOG410QP90.meta_raw
nuoA	gproNOG.ENOG410QRED.meta_raw
group_1422	gproNOG.ENOG410QJR3.meta_raw
STY1400	gproNOG.ENOG410R9Y2.meta_raw
mobA	gproNOG.ENOG410QN04.meta_raw
hisI	gproNOG.ENOG410QJ8E.meta_raw
yohC	gproNOG.ENOG410QHXC.meta_raw
group_2906	gproNOG.ENOG410QYQ2.meta_raw
allA	gproNOG.ENOG410QQT6.meta_raw
group_1439	gproNOG.ENOG410QKZT.meta_raw
fliO	gproNOG.ENOG410QSF2.meta_raw
group_2466	gproNOG.ENOG410R83H.meta_raw
idnO	gproNOG.ENOG410QM1Z.meta_raw
yfeR	gproNOG.ENOG410QMAG.meta_raw
STY4004	gproNOG.ENOG410QWUV.meta_raw
pnuC	gproNOG.ENOG410QMJ2.meta_raw
STY1036	gproNOG.ENOG410QND6.meta_raw
ybiS	gproNOG.ENOG410QHWH.meta_raw
yahO	gproNOG.ENOG410QUHI.meta_raw
fdoI	gproNOG.ENOG410QI0G.meta_raw
STY2722	gproNOG.ENOG410QW5R.meta_raw
farR	gproNOG.ENOG410QPT5.meta_raw
yneA	gproNOG.ENOG410QMZE.meta_raw
STY3949	gproNOG.ENOG410QIHJ.meta_raw
ysaA	gproNOG.ENOG410QRTM.meta_raw
ynhA	gproNOG.ENOG410QU2N.meta_raw
group_4027	gproNOG.ENOG410R6D5.meta_raw
yqjG	gproNOG.ENOG410QJT5.meta_raw
STY1570	gproNOG.ENOG410QP0Z.meta_raw
STY1507	gproNOG.ENOG410QJB9.meta_raw
emrE	gproNOG.ENOG410QU9D.meta_raw
group_4005	gproNOG.ENOG410QK1D.meta_raw
yibL	gproNOG.ENOG410QS2Z.meta_raw
group_4664	gproNOG.ENOG410QN5Q.meta_raw
group_4281	gproNOG.ENOG410QX7C.meta_raw
ydgI	gproNOG.ENOG410QIFH.meta_raw
group_2488	gproNOG.ENOG410RA2C.meta_raw
pduV	gproNOG.ENOG410QQ2P.meta_raw
STY2574	gproNOG.ENOG410QR4B.meta_raw
orf408	gproNOG.ENOG410QM3C.meta_raw
group_933	gproNOG.ENOG410R6UJ.meta_raw
res	gproNOG.ENOG410QJQT.meta_raw
traI	gproNOG.ENOG410QPVN.meta_raw
nadB	gproNOG.ENOG410RA55.meta_raw
yceD	gproNOG.ENOG410QJ5F.meta_raw
group_3862	gproNOG.ENOG410QRS2.meta_raw
gppA	gproNOG.ENOG410QI8N.meta_raw
group_3279	gproNOG.ENOG410QUY5.meta_raw
wecD	gproNOG.ENOG410R14E.meta_raw
tniB	gproNOG.ENOG410QRYG.meta_raw
ugpB	gproNOG.ENOG410QJEN.meta_raw
cse	gproNOG.ENOG410QSI3.meta_raw
fucO	gproNOG.ENOG410QI1H.meta_raw
tus	gproNOG.ENOG410QI87.meta_raw
STY2966	gproNOG.ENOG410QZXP.meta_raw
rplC	gproNOG.ENOG410QIBA.meta_raw
gogB	gproNOG.ENOG410QRI6.meta_raw
STY1026	gproNOG.ENOG410QN8V.meta_raw
wcaD	gproNOG.ENOG410QK4N.meta_raw
acpS	gproNOG.ENOG410QQXE.meta_raw
gor	gproNOG.ENOG410QIBF.meta_raw
yecH	gproNOG.ENOG410QWK3.meta_raw
group_3001	gproNOG.ENOG410QTRV.meta_raw
group_3571	gproNOG.ENOG410QNQ7.meta_raw
sseI	gproNOG.ENOG410R1F2.meta_raw
prlC	gproNOG.ENOG410QJ1R.meta_raw
group_4635	gproNOG.ENOG410QJMM.meta_raw
ltaE	gproNOG.ENOG410QJVB.meta_raw
dcdA	gproNOG.ENOG410QJCC.meta_raw
cheB	gproNOG.ENOG410QJ7X.meta_raw
yieE	gproNOG.ENOG410R9VM.meta_raw
group_532	gproNOG.ENOG410QNK5.meta_raw
gltD	gproNOG.ENOG410QIAJ.meta_raw
ydcZ	gproNOG.ENOG410QQES.meta_raw
yjfC	gproNOG.ENOG410QJSS.meta_raw
STY2604	gproNOG.ENOG410QXAU.meta_raw
STY1650	gproNOG.ENOG410R9X5.meta_raw
narJ	gproNOG.ENOG410QJF3.meta_raw
ansP	gproNOG.ENOG410QJUU.meta_raw
assT	gproNOG.ENOG410QMIC.meta_raw
tcfC	gproNOG.ENOG410QPEH.meta_raw
wcaM	gproNOG.ENOG410QJ4N.meta_raw
yebF	gproNOG.ENOG410QUTK.meta_raw
tolB	gproNOG.ENOG410QI0D.meta_raw
pudB	gproNOG.ENOG410QHWI.meta_raw
yfbW	gproNOG.ENOG410QW3F.meta_raw
pduC	gproNOG.ENOG410QI01.meta_raw
yafB	gproNOG.ENOG410QJ6R.meta_raw
yneJ	gproNOG.ENOG410QJH8.meta_raw
group_1446	gproNOG.ENOG410R7AP.meta_raw
paa4	gproNOG.ENOG410QSEH.meta_raw
STY0319	gproNOG.ENOG410QJ0V.meta_raw
stfG	gproNOG.ENOG410QUAU.meta_raw
cbiN	gproNOG.ENOG410QTK4.meta_raw
group_140	gproNOG.ENOG410QPEQ.meta_raw
fixX	gproNOG.ENOG410R2RY.meta_raw
yddE	gproNOG.ENOG410QQGC.meta_raw
group_1137	gproNOG.ENOG410QHTN.meta_raw
pefD	gproNOG.ENOG410QR56.meta_raw
trbA	gproNOG.ENOG410R7KD.meta_raw
trmH	gproNOG.ENOG410QIU3.meta_raw
group_8575	gproNOG.ENOG410QPRR.meta_raw
rplK	gproNOG.ENOG410QQ09.meta_raw
group_2502	gproNOG.ENOG410RAY7.meta_raw
yihE	gproNOG.ENOG410QIGP.meta_raw
yqhC	gproNOG.ENOG410QKBW.meta_raw
glf	gproNOG.ENOG410QJN5.meta_raw
lpxB	gproNOG.ENOG410QIWR.meta_raw
STY4117	gproNOG.ENOG410QJ1Q.meta_raw
yfgB	gproNOG.ENOG410QHV0.meta_raw
sogS	gproNOG.ENOG410R8MT.meta_raw
hxlA	gproNOG.ENOG410QMX1.meta_raw
thrA	gproNOG.ENOG410QIUN.meta_raw
group_2802	gproNOG.ENOG410R15K.meta_raw
ftnB	gproNOG.ENOG410QQ8K.meta_raw
rfbU	gproNOG.ENOG410QW4G.meta_raw
yheS	gproNOG.ENOG410QI9V.meta_raw
STY2712	gproNOG.ENOG410R6H6.meta_raw
wecF	gproNOG.ENOG410QIQH.meta_raw
hisB	gproNOG.ENOG410QK83.meta_raw
yihD	gproNOG.ENOG410QTVV.meta_raw
yaiZ	gproNOG.ENOG410QV9B.meta_raw
ybeR	gproNOG.ENOG410QZGQ.meta_raw
group_1036	gproNOG.ENOG410QHU4.meta_raw
ssrA	gproNOG.ENOG410QMQJ.meta_raw
yceA	gproNOG.ENOG410QKXC.meta_raw
group_3089	gproNOG.ENOG410QZHI.meta_raw
STY2026	gproNOG.ENOG410QKJY.meta_raw
rfaF	gproNOG.ENOG410QJQS.meta_raw
ais	gproNOG.ENOG410QRC2.meta_raw
tsaA	gproNOG.ENOG410QIX3.meta_raw
eutE	gproNOG.ENOG410QJYI.meta_raw
yhdN	gproNOG.ENOG410QU37.meta_raw
lpfA	gproNOG.ENOG410R284.meta_raw
group_2	gproNOG.ENOG410R15B.meta_raw
STY1521	gproNOG.ENOG410QQSG.meta_raw
yjhC	gproNOG.ENOG410QK9X.meta_raw
yhjU	gproNOG.ENOG410QIPD.meta_raw
pcnB	gproNOG.ENOG410QK8V.meta_raw
alaS	gproNOG.ENOG410QIK7.meta_raw
ytfF	gproNOG.ENOG410QM57.meta_raw
sbmC	gproNOG.ENOG410QQ87.meta_raw
gltL	gproNOG.ENOG410QIVF.meta_raw
gtrA	gproNOG.ENOG410QSW1.meta_raw
group_2569	gproNOG.ENOG410QZ99.meta_raw
yhbJ	gproNOG.ENOG410QI2U.meta_raw
group_1508	gproNOG.ENOG410QN1B.meta_raw
flgD	gproNOG.ENOG410QSUG.meta_raw
group_4158	gproNOG.ENOG410QUQ8.meta_raw
hemK	gproNOG.ENOG410QIH9.meta_raw
trkA	gproNOG.ENOG410QJ3Q.meta_raw
marT	gproNOG.ENOG410QQK0.meta_raw
cadA	gproNOG.ENOG410QHZP.meta_raw
ribH	gproNOG.ENOG410QKRE.meta_raw
STY1583	gproNOG.ENOG410QJH7.meta_raw
rplY	gproNOG.ENOG410QUDG.meta_raw
rnhB	gproNOG.ENOG410QI0M.meta_raw
STY2897	gproNOG.ENOG410QWPP.meta_raw
invA	gproNOG.ENOG410RAHU.meta_raw
STY4586	gproNOG.ENOG410QKDT.meta_raw
rfaB	gproNOG.ENOG410QN5G.meta_raw
fucU	gproNOG.ENOG410QQ1V.meta_raw
citC	gproNOG.ENOG410QM0G.meta_raw
group_1254	gproNOG.ENOG410QNFG.meta_raw
yedE	gproNOG.ENOG410QKKU.meta_raw
qor	gproNOG.ENOG410QKDU.meta_raw
group_3528	gproNOG.ENOG410QJSR.meta_raw
malX	gproNOG.ENOG410QIMI.meta_raw
sifA	gproNOG.ENOG410R6UJ.meta_raw
leuO	gproNOG.ENOG410QJGP.meta_raw
yobB	gproNOG.ENOG410QR3S.meta_raw
STY2799	gproNOG.ENOG410QM1R.meta_raw
group_5528	gproNOG.ENOG410QSNJ.meta_raw
yeeF	gproNOG.ENOG410QIMR.meta_raw
hofC	gproNOG.ENOG410QHXP.meta_raw
yigG	gproNOG.ENOG410R3K5.meta_raw
plsX	gproNOG.ENOG410QI2N.meta_raw
STY0377	gproNOG.ENOG410QYZV.meta_raw
STY2605	gproNOG.ENOG410QZA7.meta_raw
group_419	gproNOG.ENOG410QNC5.meta_raw
ybhL	gproNOG.ENOG410QJK5.meta_raw
ylaC	gproNOG.ENOG410QQ4V.meta_raw
group_4399	gproNOG.ENOG410QPG2.meta_raw
group_777	gproNOG.ENOG410QIZC.meta_raw
group_148	gproNOG.ENOG410R053.meta_raw
nrfA	gproNOG.ENOG410QJS0.meta_raw
group_3388	gproNOG.ENOG410QRTS.meta_raw
group_812	gproNOG.ENOG410QHZG.meta_raw
purU	gproNOG.ENOG410QK8D.meta_raw
STY4261	gproNOG.ENOG410QMG9.meta_raw
yabI	gproNOG.ENOG410QIQG.meta_raw
yjcS	gproNOG.ENOG410QJ6D.meta_raw
STY4645	gproNOG.ENOG410QMFW.meta_raw
ptrB	gproNOG.ENOG410QIYW.meta_raw
glpE	gproNOG.ENOG410QUHM.meta_raw
rpsT	gproNOG.ENOG410QTWN.meta_raw
thiE	gproNOG.ENOG410QJYZ.meta_raw
rpoC	gproNOG.ENOG410QJIU.meta_raw
yhaJ	gproNOG.ENOG410QJAD.meta_raw
group_2856	gproNOG.ENOG410QICA.meta_raw
group_4131	gproNOG.ENOG410QIF2.meta_raw
tnp	gproNOG.ENOG410QI5P.meta_raw
STY3765	gproNOG.ENOG410QMNV.meta_raw
STY1268	gproNOG.ENOG410R2MS.meta_raw
codB	gproNOG.ENOG410QJ19.meta_raw
yjbO	gproNOG.ENOG410QUG9.meta_raw
group_3053	gproNOG.ENOG410QX9F.meta_raw
group_3643	gproNOG.ENOG410QNVH.meta_raw
envE	gproNOG.ENOG410QKSG.meta_raw
rmf	gproNOG.ENOG410QW49.meta_raw
STY4902	gproNOG.ENOG410QQDQ.meta_raw
pldB	gproNOG.ENOG410QKAM.meta_raw
rfbH	gproNOG.ENOG410QIWH.meta_raw
metJ	gproNOG.ENOG410QSH2.meta_raw
elaC	gproNOG.ENOG410QM3Y.meta_raw
zur	gproNOG.ENOG410QQE7.meta_raw
minE	gproNOG.ENOG410QWDY.meta_raw
yjfY	gproNOG.ENOG410QUTQ.meta_raw
STY2510	gproNOG.ENOG410R4QA.meta_raw
gnd	gproNOG.ENOG410QHV2.meta_raw
vhtJ	gproNOG.ENOG410R6PS.meta_raw
rfbE	gproNOG.ENOG410RANF.meta_raw
dnaA	gproNOG.ENOG410QIVT.meta_raw
glgA	gproNOG.ENOG410QJS4.meta_raw
putP	gproNOG.ENOG410RAPH.meta_raw
modE	gproNOG.ENOG410QJAE.meta_raw
STY0017	gproNOG.ENOG410QQ08.meta_raw
STY0501	gproNOG.ENOG410QIHI.meta_raw
yeiU	gproNOG.ENOG410QMUS.meta_raw
relE	gproNOG.ENOG410QWGQ.meta_raw
group_4682	gproNOG.ENOG410R4EU.meta_raw
ybbA	gproNOG.ENOG410RAK6.meta_raw
ilvG	gproNOG.ENOG410QI57.meta_raw
cueR	gproNOG.ENOG410QQDJ.meta_raw
fhlA	gproNOG.ENOG410RB3H.meta_raw
STY3538	gproNOG.ENOG410QM6Q.meta_raw
pegC	gproNOG.ENOG410QIEY.meta_raw
grpE	gproNOG.ENOG410QS8D.meta_raw
ppdC	gproNOG.ENOG410QV11.meta_raw
group_8835	gproNOG.ENOG410QJK9.meta_raw
mrdB	gproNOG.ENOG410QI74.meta_raw
ybjG	gproNOG.ENOG410QJHQ.meta_raw
pqiA	gproNOG.ENOG410QJ10.meta_raw
yis2	gproNOG.ENOG410QPRR.meta_raw
orf242	gproNOG.ENOG410QJ00.meta_raw
STY4565	gproNOG.ENOG410QWQQ.meta_raw
nifJ	gproNOG.ENOG410QJF5.meta_raw
potE	gproNOG.ENOG410QINS.meta_raw
ushA	gproNOG.ENOG410QMNV.meta_raw
uxuA	gproNOG.ENOG410QI1E.meta_raw
rpmD	gproNOG.ENOG410QVRF.meta_raw
yaeJ	gproNOG.ENOG410QSGD.meta_raw
group_497	gproNOG.ENOG410QRRJ.meta_raw
yccR	gproNOG.ENOG410QQ7I.meta_raw
pmrD	gproNOG.ENOG410QY4E.meta_raw
plsC	gproNOG.ENOG410QJ4X.meta_raw
yohM	gproNOG.ENOG410QJ5C.meta_raw
enpP	gproNOG.ENOG410QSNJ.meta_raw
STY2724	gproNOG.ENOG410QHPY.meta_raw
potB	gproNOG.ENOG410QID2.meta_raw
STY0179	gproNOG.ENOG410QMNG.meta_raw
fic	gproNOG.ENOG410QN3P.meta_raw
finO	gproNOG.ENOG410R5SS.meta_raw
group_2909	gproNOG.ENOG410R0UD.meta_raw
STY4175	gproNOG.ENOG410QY6S.meta_raw
tviB	gproNOG.ENOG410QJ86.meta_raw
ytfG	gproNOG.ENOG410QJFP.meta_raw
recF	gproNOG.ENOG410QJ20.meta_raw
ydhE	gproNOG.ENOG410QJHS.meta_raw
STY3026	gproNOG.ENOG410QVD6.meta_raw
yggH	gproNOG.ENOG410QJE0.meta_raw
group_3090	gproNOG.ENOG410QX1B.meta_raw
group_760	gproNOG.ENOG410QKVC.meta_raw
STY4785	gproNOG.ENOG410QIWD.meta_raw
yhjH	gproNOG.ENOG410QJD3.meta_raw
group_564	gproNOG.ENOG410QZ5C.meta_raw
group_5193	gproNOG.ENOG410QNSZ.meta_raw
malM	gproNOG.ENOG410QM6G.meta_raw
STY1533	gproNOG.ENOG410R40B.meta_raw
group_3503	gproNOG.ENOG410QZIZ.meta_raw
ybjC	gproNOG.ENOG410QW5Y.meta_raw
yhaH	gproNOG.ENOG410QREX.meta_raw
invJ	gproNOG.ENOG410R62U.meta_raw
steF	gproNOG.ENOG410QUAU.meta_raw
atpH	gproNOG.ENOG410QI4N.meta_raw
ychM	gproNOG.ENOG410QJ15.meta_raw
STY2444	gproNOG.ENOG410QKN7.meta_raw
ycfP	gproNOG.ENOG410QKVM.meta_raw
yfcD	gproNOG.ENOG410QHT7.meta_raw
potF	gproNOG.ENOG410QJ8D.meta_raw
group_1415	gproNOG.ENOG410QJ0H.meta_raw
STY3295	gproNOG.ENOG410QNPV.meta_raw
yciX	gproNOG.ENOG410QXVT.meta_raw
rfaQ	gproNOG.ENOG410QJXZ.meta_raw
rpmA	gproNOG.ENOG410QTP4.meta_raw
group_2982	gproNOG.ENOG410R30N.meta_raw
emrB	gproNOG.ENOG410R19I.meta_raw
yidE	gproNOG.ENOG410QJB8.meta_raw
group_3888	gproNOG.ENOG410QK0M.meta_raw
fimZ	gproNOG.ENOG410QPFR.meta_raw
group_603	gproNOG.ENOG410QW85.meta_raw
mltB	gproNOG.ENOG410QHUH.meta_raw
rmbA	gproNOG.ENOG410QTGN.meta_raw
group_1328	gproNOG.ENOG410QZIE.meta_raw
ybjO	gproNOG.ENOG410QTT5.meta_raw
yaiE	gproNOG.ENOG410QU29.meta_raw
STY2772	gproNOG.ENOG410QS75.meta_raw
kefC	gproNOG.ENOG410QHTN.meta_raw
apl	gproNOG.ENOG410QYJ1.meta_raw
group_2922	gproNOG.ENOG410R5XK.meta_raw
aer	gproNOG.ENOG410QHRZ.meta_raw
group_3163	gproNOG.ENOG410QN1U.meta_raw
STY2027	gproNOG.ENOG410QUIV.meta_raw
group_118	gproNOG.ENOG410R9QN.meta_raw
ybbM	gproNOG.ENOG410QI4P.meta_raw
erfK	gproNOG.ENOG410QMUP.meta_raw
group_3526	gproNOG.ENOG410QP1Y.meta_raw
yeiP	gproNOG.ENOG410QMZM.meta_raw
yehT	gproNOG.ENOG410QKTT.meta_raw
rpmJ2	gproNOG.ENOG410QWJ1.meta_raw
phnA	gproNOG.ENOG410QS6B.meta_raw
lpxK	gproNOG.ENOG410QIQM.meta_raw
ycjX	gproNOG.ENOG410QIW6.meta_raw
yieM	gproNOG.ENOG410QJ8Z.meta_raw
cobC	gproNOG.ENOG410QQP9.meta_raw
betA	gproNOG.ENOG410QSQH.meta_raw
rpmH	gproNOG.ENOG410QY5H.meta_raw
smf	gproNOG.ENOG410QIIS.meta_raw
fumB	gproNOG.ENOG410QNFG.meta_raw
yagE	gproNOG.ENOG410QN4P.meta_raw
group_2596	gproNOG.ENOG410QZER.meta_raw
sgbH	gproNOG.ENOG410QMX1.meta_raw
trmU	gproNOG.ENOG410QHU5.meta_raw
speF	gproNOG.ENOG410QHZP.meta_raw
glnQ	gproNOG.ENOG410R104.meta_raw
hcaT	gproNOG.ENOG410QJ0Z.meta_raw
group_91	gproNOG.ENOG410QKZT.meta_raw
gtgA	gproNOG.ENOG410R1PZ.meta_raw
STY1893	gproNOG.ENOG410QUUN.meta_raw
