"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Salmonella_enterica_subsp_enterica_serovar_Agona_str_SL483_v1","Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_str_SC-B67_v1","Salmonella_enterica_subsp_enterica_serovar_Dublin_str_CT_02021853_v1","Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_P125109_v1","Salmonella_enterica_subsp_enterica_serovar_Gallinarum_str_287_91_v1","Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_SL476_v1","Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL254_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ATCC_9150_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain_RKS4594_v1","Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_CVM19633_v1","Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18_v1","Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2_v1"
"STY4018","","conserved hypothetical protein","13","13","1","1","1094","","","","743","743","743","CP001138.7822","AE017220.8075","CP001144.8004","AM933172.11799___15655","AM933173.11198___34208","CP001120.8029","CP001113.7927","CP000026.7230","CP000886.9363___46802","CP000857.7706","CP001127.7757","AL513382.8177___57177","AE006468.11460"
"STY3034","","putative cytoplasmic protein","13","13","1","1","9386","","","","296","380","368","CP001138.5934","AE017220.6230","CP001144.6201","AM933172.8973___11976","AM933173.8517___30643","CP001120.6075","CP001113.6111","CP000026.5530","CP000886.7243___44682","CP000857.5907","CP001127.5971","AL513382.6264___55262","AE006468.8824"
"yidQ","","conserved outer membrane protein","13","13","1","1","1043","","","","260","335","301","CP001138.7913","AE017220.8175","CP001144.8080","AM933172.11924___15883","AM933173.11083___33990","CP001120.8118","CP001113.8020","CP000026.7316","CP000886.9489___46928","CP000857.7805","CP001127.7850","AL513382.8098___57098","AE006468.11608"
"yieF","","YieF","13","13","1","1","1889","","","","566","584","577","CP001138.7985","AE017220.8241","CP001144.8155","AM933172.12076___16097","AM933173.10944___33801","CP001120.8194","CP001113.8095","CP000026.7378","CP000886.9575___47014","CP000857.7878","CP001127.7924","AL513382.8013___57013","AE006468.11729"
"STY3294","","putative cytoplasmic protein","13","13","1","1","2369","","","","515","557","548","CP001138.6448","AE017220.6719","CP001144.6680","AM933172.9682___12858","AM933173.9162___31448","CP001120.6600","CP001113.6613","CP000026.5982","CP000886.7791___45230","CP000857.6388","CP001127.6434","AL513382.6740___55739","AE006468.9491"
"wecB","","UDP-N-acetylglucosamine 2-epimerase","13","13","1","1","1968","","","","1007","1130","1117","CP001138.8127","AE017220.8391","CP001144.8291","AM933172.12301___16407","AM933173.10735___33509","CP001120.8328","CP001113.8229","CP000026.7514","CP000886.9728___47167","CP000857.8104","CP001127.8066","AL513382.7411___56410","AE006468.11947"
"wecD","","TDP-D-fucosamine acetyltransferase","13","13","1","1","1972","","","","548","704","629","CP001138.8135","AE017220.8399","CP001144.8299","AM933172.12312___16418","AM933173.10724___33498","CP001120.8336","CP001113.8237","CP000026.7522","CP000886.9736___47175","CP000857.8112","CP001127.8074","AL513382.7403___56402","AE006468.11958"
"hemC","","porphobilinogen deaminase","13","13","1","1","1985","","","","860","962","944","CP001138.8167","AE017220.8429","CP001144.8329","AM933172.12351___16489","AM933173.10688___33430","CP001120.8366","CP001113.8269","CP000026.7552","CP000886.9770___47209","CP000857.8140","CP001127.8106","AL513382.7383___56382","AE006468.11994"
"mobB","","molybdopterin-guanine dinucleotide biosynthesis protein B","13","13","1","1","2052","","","","515","530","523","CP001138.8278","AE017220.8544","CP001144.8430","AM933172.12505___16690","AM933173.10424___33116","CP001120.8465","CP001113.8369","CP000026.7660","CP000886.9903___47342","CP000857.8242","CP001127.8205","AL513382.7900___56900","AE006468.12163"
"yihI","","conserved hypothetical protein","13","13","1","1","1635","","","","488","515","512","CP001138.8300","AE017220.8564","CP001144.8452","AM933172.12531___16718","AM933173.10400___33088","CP001120.8487","CP001113.8391","CP000026.7680","CP000886.9927___47366","CP000857.8262","CP001127.8227","AL513382.7882___56882","AE006468.12192"
"yshA","","porin OmpL","13","13","1","1","1643","","","","671","752","699","CP001138.8324","AE017220.8591","CP001144.8475","AM933172.12571___16758","AM933173.10360___33048","CP001120.8501","CP001113.8405","CP000026.7706","CP000886.9947___47386","CP000857.8288","CP001127.8251","AL513382.7854___56854","AE006468.12239"
"yrfA","","conserved hypothetical protein","13","13","1","1","1454","","","","347","401","386","CP001138.7221","AE017220.7496","CP001144.7427","AM933172.10857___14340","AM933173.12091___35453","CP001120.7438","CP001113.7364","CP000026.6704","CP000886.8684___46123","CP000857.7137","CP001127.7189","AL513382.8794___57795","AE006468.10595"
"fdhD","","formate dehydrogenase family accessory protein FdhD","13","13","1","1","1676","","","","710","836","823","CP001138.8375","AE017220.8633","CP001144.8525","AM933172.12636___16853","AM933173.10300___32953","CP001120.8553","CP001113.8457","CP000026.7752","CP000886.9998___47437","CP000857.8331","CP001127.8300","AL513382.7811___56811","AE006468.12305"
"yiiG","","conserved hypothetical protein","13","13","1","1","1685","","","","1025","1100","1087","CP001138.8391","AE017220.8637","CP001144.8531","AM933172.12641___16859","AM933173.10298___32950","CP001120.8557","CP001113.8461","CP000026.7756","CP000886.10004___47443","CP000857.8335","CP001127.8302","AL513382.7807___56807","AE006468.12310"
"STY3832","","transcriptional regulator, XRE family","13","13","1","1","1688","","","","548","614","560","CP001138.8397","AE017220.8643","CP001144.8539","AM933172.12650___16875","AM933173.10289___32934","CP001120.8565","CP001113.8469","CP000026.7762","CP000886.10012___47451","CP000857.8341","CP001127.8308","AL513382.7803___56803","AE006468.12318"
"STY3814","","conserved hypothetical protein","13","13","1","1","1705","","","","395","395","395","CP001138.8433","AE017220.8678","CP001144.8575","AM933172.12700___16944","AM933173.10244___32861","CP001120.8597","CP001113.8505","CP000026.7792","CP000886.10054___47493","CP000857.8377","CP001127.8344","AL513382.7775___56775","AE006468.12387"
"glpX","","fructose-1,6-bisphosphatase, class II","13","13","1","1","1773","","","","977","1100","1042","CP001138.8486","AE017220.8733","CP001144.8630","AM933172.12794___17073","AM933173.10156___32736","CP001120.8653","CP001113.8641","CP000026.7848","CP000886.10118___47557","CP000857.8430","CP001127.8396","AL513382.7722___56722","AE006468.12470"
"cytR","","transcriptional repressor CytR","13","13","1","1","1783","","","","992","1190","1035","CP001138.8504","AE017220.8752","CP001144.8650","AM933172.12825___17117","AM933173.10125___32692","CP001120.8673","CP001113.8661","CP000026.7866","CP000886.10142___47581","CP000857.8448","CP001127.8414","AL513382.7702___56702","AE006468.12502"
"yrfB","","conserved hypothetical protein","13","13","1","1","1453","","","","443","473","470","CP001138.7223","AE017220.7498","CP001144.7429","AM933172.10861___14344","AM933173.12089___35451","CP001120.7440","CP001113.7366","CP000026.6706","CP000886.8686___46125","CP000857.7139","CP001127.7191","AL513382.8793___57794","AE006468.10598"
"yijP","","membrane protein YijP","13","13","1","1","1815","","","","1259","1733","1696","CP001138.8542","AE017220.8806","CP001144.8705","AM933172.12929___17242","AM933173.10028___32574","CP001120.8713","CP001113.8711","CP000026.7904","CP000886.10202___47641","CP000857.8502","CP001127.8449","AL513382.7655___56655","AE006468.12579"
"hydH","","sensor protein ZraS","13","13","1","1","897","","","","1391","1664","1431","CP001138.8650","AE017220.8921","CP001144.8814","AM933172.13088___17411","AM933173.10443___33135","CP001120.8822","CP001113.8815","CP000026.8010","CP000886.10327___47766","CP000857.8032","CP001127.8557","AL513382.7550___56550","AE006468.12738"
"metH","","methionine synthase","13","13","1","1","864","","","","3683","3905","3713","CP001138.8682","AE017220.8961","CP001144.8848","AM933172.13131___17455","AM933173.12409___35813","CP001120.8859","CP001113.8850","CP000026.8040","CP000886.10366___47805","CP000857.8554","CP001127.8591","AL513382.9053___58054","AE006468.12791"
"thiH","","thiazole biosynthesis protein ThiH","13","13","1","1","879","","","","1133","1133","1133","CP001138.8621","AE017220.8895","CP001144.8785","AM933172.13047___17370","AM933173.10484___33177","CP001120.8793","CP001113.8786","CP000026.7982","CP000886.10298___47737","CP000857.8004","CP001127.8528","AL513382.7574___56574","AE006468.12697"
"yjbG","","conserved hypothetical protein","13","13","1","1","813","","","","734","737","736","CP001138.8774","AE017220.9042","CP001144.8885","AM933172.13185___17524","AM933173.12458___35871","CP001120.8944","CP001113.8930","CP000026.8070","CP000886.10410___47849","CP000857.8628","CP001127.8619","AL513382.9082___58083","AE006468.12895"
"STY4452","","putative inner membrane or exported","13","13","1","1","775","","","","632","632","632","CP001138.8843","AE017220.9111","CP001144.8952","AM933172.13295___17668","AM933173.12564___36011","CP001120.9013","CP001113.9001","CP000026.8134","CP000886.10494___47933","CP000857.8699","CP001127.8800","AL513382.9156___58157","AE006468.13018"
"STY4448","","putative inner membrane protein","13","13","1","1","781","","","","308","338","335","CP001138.8829","AE017220.9101","CP001144.8942","AM933172.13279___17652","AM933173.12548___35995","CP001120.9001","CP001113.8989","CP000026.8126","CP000886.10476___47915","CP000857.8683","CP001127.8788","AL513382.9141___58142","AE006468.12997"
"yjcO","","tetratricopeptide repeat protein","13","13","1","1","742","","","","611","689","672","CP001138.8900","AE017220.9173","CP001144.9003","AM933172.13425___17862","AM933173.12690___36213","CP001120.9068","CP001113.9054","CP000026.8192","CP000886.10563___48002","CP000857.8750","CP001127.8859","AL513382.9234___58235","AE006468.13106"
"adiY","","porin thermoregulatory protein EnvY","13","13","1","1","729","","","","440","761","729","CP001138.8925","AE017220.9194","CP001144.9024","AM933172.13467___17933","AM933173.12734___36286","CP001120.9089","CP001113.9076","CP000026.8214","CP000886.10590___48029","CP000857.8771","CP001127.8880","AL513382.9259___58260","AE006468.13140"
"melR","","melibiose operon regulatory protein","13","13","1","1","727","","","","890","1076","927","CP001138.8929","AE017220.9198","CP001144.9028","AM933172.13476___17942","AM933173.12743___36295","CP001120.9093","CP001113.9080","CP000026.8218","CP000886.10598___48037","CP000857.8774","CP001127.8884","AL513382.9265___58266","AE006468.13146"
"dcuB","","anaerobic C4-dicarboxylate transporter DcuB","13","13","1","1","722","","","","764","1340","1295","CP001138.8937","AE017220.9208","CP001144.9036","AM933172.13491___17968","AM933173.12756___36321","CP001120.9101","CP001113.9088","CP000026.8226","CP000886.10606___48045","CP000857.8782","CP001127.8892","AL513382.9277___58278","AE006468.13171"
"fxsA","","FxsA protein","13","13","1","1","363","","","","476","599","494","CP001138.9006","AE017220.9277","CP001144.9089","AM933172.13557___18070","AM933173.12821___36414","CP001120.9284","CP001113.9166","CP000026.8276","CP000886.10910___48349","CP000857.9001","CP001127.8971","AL513382.9528___58530","AE006468.13250"
"ecnA","","putative entericidin A","13","13","1","1","351","","","","134","191","164","CP001138.9022","AE017220.9293","CP001144.9105","AM933172.13584___18108","AM933173.12843___36440","CP001120.9300","CP001113.9182","CP000026.8292","CP000886.10930___48369","CP000857.9017","CP001127.8987","AL513382.9543___58545","AE006468.13272"
"efp","","translation elongation factor P","13","13","1","1","352","","","","521","806","581","CP001138.9020","AE017220.9291","CP001144.9103","AM933172.13579___18103","AM933173.12838___36435","CP001120.9298","CP001113.9180","CP000026.8290","CP000886.10928___48367","CP000857.9015","CP001127.8985","AL513382.9540___58542","AE006468.13270"
"yjeQ","","ribosome small subunit-dependent GTPase A","13","13","1","1","336","","","","1013","1076","1058","CP001138.9048","AE017220.9321","CP001144.9131","AM933172.13642___18196","AM933173.12901___36528","CP001120.9326","CP001113.9208","CP000026.8320","CP000886.10962___48401","CP000857.9045","CP001127.9012","AL513382.9577___58579","AE006468.13318"
"yjfL","","inner membrane protein YjfL","13","13","1","1","314","","","","224","398","384","CP001138.9096","AE017220.9375","CP001144.9180","AM933172.13714___18270","AM933173.12969___36600","CP001120.9375","CP001113.9257","CP000026.8370","CP000886.11014___48453","CP000857.9093","CP001127.9059","AL513382.9626___58628","AE006468.13393"
"yjfM","","putative inner membrane protein","13","13","1","1","312","","","","638","638","638","CP001138.9098","AE017220.9377","CP001144.9182","AM933172.13720___18279","AM933173.12972___36605","CP001120.9377","CP001113.9259","CP000026.8372","CP000886.11016___48455","CP000857.9095","CP001127.9061","AL513382.9627___58629","AE006468.13396"
"aidB","","protein AidB","13","13","1","1","310","","","","842","1622","1562","CP001138.9104","AE017220.9380","CP001144.9186","AM933172.13725___18284","AM933173.12977___36611","CP001120.9381","CP001113.9263","CP000026.8376","CP000886.11020___48459","CP000857.9099","CP001127.9065","AL513382.9630___58632","AE006468.13404"
"fklB","","fkbp-type 22 kda peptidyl-prolyl cis-trans isomerase","13","13","1","1","288","","","","620","731","654","CP001138.9144","AE017220.9420","CP001144.9223","AM933172.13786___18363","AM933173.13034___36686","CP001120.9421","CP001113.9301","CP000026.8416","CP000886.11062___48501","CP000857.9139","CP001127.9105","AL513382.9666___58668","AE006468.13463"
"STY4784","","probable amidohydrolase /","13","13","1","1","223","","","","1133","1133","1133","CP001138.9247","AE017220.9482","CP001144.9285","AM933172.13881___18502","AM933173.13127___36824","CP001120.9481","CP001113.9368","CP000026.8478","CP000886.11188___48627","CP000857.9205","CP001127.9164","AL513382.9727___58729","AE006468.13602"
"nrdG","","anaerobic ribonucleoside-triphosphate reductase activating protein","13","13","1","1","216","","","","386","464","452","CP001138.9259","AE017220.9494","CP001144.9297","AM933172.13900___18521","AM933173.13146___36845","CP001120.9493","CP001113.9380","CP000026.8490","CP000886.11200___48639","CP000857.9217","CP001127.9176","AL513382.9736___58738","AE006468.13619"
"holC","","DNA polymerase III, chi subunit","13","13","1","1","181","","","","443","524","467","CP001138.9316","AE017220.9548","CP001144.9353","AM933172.13976___18632","AM933173.13220___36957","CP001120.9548","CP001113.9435","CP000026.8542","CP000886.11266___48705","CP000857.9268","CP001127.9231","AL513382.9789___58791","AE006468.13699"
"STY4858","","conserved hypothetical protein","13","13","1","1","3782","","","","425","608","593","CP001138.9445","AE017220.9608","CP001144.9425","AM933172.14067___18748","AM933173.13305___37077","CP001120.9593","CP001113.9493","CP000026.8632","CP000886.11320___48759","CP000857.9324","CP001127.9277","AL513382.9862___58864","AE006468.13775"
"yjjP","","putative membrane protein","13","13","1","1","3721","","","","911","944","928","CP001138.9514","AE017220.9705","CP001144.9535","AM933172.14208___18952","AM933173.13429___37267","CP001120.9690","CP001113.9585","CP000026.8708","CP000886.11438___48877","CP000857.9415","CP001127.9367","AL513382.9926___58928","AE006468.13900"
"rimI","","ribosomal-protein-alanine acetyltransferase","13","13","1","1","3710","","","","296","503","381","CP001138.9538","AE017220.9731","CP001144.9559","AM933172.14237___18990","AM933173.13455___37302","CP001120.9714","CP001113.9611","CP000026.8732","CP000886.11468___48907","CP000857.9440","CP001127.9389","AL513382.9941___58943","AE006468.13933"
"yjjU","","patatin","13","13","1","1","3705","","","","1001","1112","1075","CP001138.9548","AE017220.9741","CP001144.9571","AM933172.14249___19002","AM933173.13467___37314","CP001120.9724","CP001113.9621","CP000026.8742","CP000886.11482___48921","CP000857.9450","CP001127.9401","AL513382.9950___58952","AE006468.13948"
"deoC","","deoxyribose-phosphate aldolase","13","13","1","1","3700","","","","779","815","801","CP001138.9558","AE017220.9749","CP001144.9579","AM933172.14265___19018","AM933173.13483___37330","CP001120.9732","CP001113.9629","CP000026.8750","CP000886.11492___48931","CP000857.9458","CP001127.9409","AL513382.9964___58966","AE006468.13967"
"nadR","","nicotinamide-nucleotide adenylyltransferase","13","13","1","1","3690","","","","1232","1337","1246","CP001138.9587","AE017220.9770","CP001144.9598","AM933172.14293___19047","AM933173.13510___37359","CP001120.9761","CP001113.9658","CP000026.8768","CP000886.11514___48953","CP000857.9478","CP001127.9428","AL513382.9981___58983","AE006468.14005"
"sthD","","putative fimbrial subunit","13","13","1","1","3677","","","","557","557","557","CP001138.9611","AE017220.9795","CP001144.9621","AM933172.14340___19099","AM933173.13556___37412","CP001120.9785","CP001113.9682","CP000026.8792","CP000886.11538___48977","CP000857.9501","CP001127.9452","AL513382.10014___59016","AE006468.14043"
"group_1288","sthA","putative fimbrial chaparone","13","13","1","1","3674","","","","545","545","545","CP001138.9617","AE017220.9801","CP001144.9627","AM933172.14354___19113","AM933173.13565___37425","CP001120.9791","CP001113.9688","CP000026.8798","CP000886.11544___48983","CP000857.9507","CP001127.9458","AL513382.10022___59024","AE006468.14051"
